0.0012127,-0.00040423,0.0035668,0.0038045,-0.0057781,-0.0076566,-0.0024967,-0.0012603,0.0017834,-0.0081798,-0.012293,-0.0091547,-0.0018072,-0.0067293,0.0070384,-0.001712
-0.00066579,-0.0039472,0.012745,0.0045655,-0.0074426,-0.003971,-0.0035192,0.00021401,0.00040423,-0.017358,-0.014481,-0.0057781,0.00059446,-0.0039948,-0.0030674,-0.004185
-0.0023303,-0.0063013,0.0016883,-0.003757,0.0023065,-0.0050172,-0.0091071,-0.0064202,-0.0049697,-0.010748,-0.016764,-0.0035192,-0.0053501,0.0014267,-0.0096302,-0.0062537
-0.00047557,0.0058019,0.0029247,-0.0050172,-0.0029723,-0.0042326,-0.0020212,-0.0090833,-0.0088218,-0.013791,-0.01605,-0.0077755,-0.011319,-0.0088218,-0.0083224,-0.0032101
-0.0039948,-0.0029485,-0.0030199,-0.0055641,-0.0024016,-0.00023778,-0.0068482,-0.013601,-0.011794,-0.015908,-0.01177,-0.013007,-0.0066342,-0.010891,0.00061824,0.0028296
-0.0063013,-0.0060159,0.0042326,-0.0034003,-0.0064915,-0.0037094,-0.0112,-0.018167,-0.019474,-0.038117,-0.023802,-0.028296,-0.0185,-0.01926,-0.0068482,0.0036143
-0.0021401,-0.0038759,0.00066579,-0.0038283,-0.010415,-0.010962,-0.024872,-0.036167,-0.041113,-0.053287,-0.05469,-0.047271,-0.035002,-0.031126,-0.025134,-0.0058495
0.0058019,0.01284,0.011794,-0.00019023,-0.010272,-0.020616,-0.032362,-0.057163,-0.067221,-0.080585,-0.078207,-0.071502,-0.061943,-0.052954,-0.034645,-0.010177
0.016169,0.014933,0.015456,0.0029485,-0.018286,-0.033314,-0.054191,-0.08653,-0.11409,-0.12779,-0.12346,-0.11984,-0.095684,-0.08584,-0.056283,-0.025062
0.0023541,-0.0042088,-0.0028058,-0.019356,-0.039044,-0.058875,-0.082273,-0.12272,-0.1426,-0.15458,-0.16445,-0.14369,-0.1378,-0.11915,-0.084461,-0.058043
-0.038117,-0.03241,-0.031292,-0.042088,-0.032909,-0.025514,-0.0039472,0.015527,0.055855,0.070194,0.060445,0.053359,0.042872,0.038093,0.0112,-0.027036
-0.01712,0.00019023,0.0093449,0.0062775,0.039805,0.082535,0.1343,0.20973,0.27027,0.30206,0.29364,0.28175,0.25139,0.21538,0.15318,0.077185
0.0088693,0.01139,0.025918,0.021615,0.031792,0.053073,0.072595,0.10194,0.12331,0.12985,0.1279,0.12821,0.11547,0.096992,0.075092,0.048246
-0.0037332,0.0029961,0.00944,-0.0068482,0.0048983,0.0093211,0.0040185,0.0063964,0.0057306,0.0084889,0.0078706,0.0044466,0.00837,0.0058019,-0.00080847,0.0038997
-0.00076091,0.0012127,0.0054928,0.004827,0.0048032,-0.001284,-0.004185,-0.005255,0.0074664,-0.00026156,0.0020212,-0.0090596,0.0041137,0.00061824,0.0039234,0.00092736
-0.0037808,0.0019498,-0.0013316,0.00014267,0.00107,-0.0036856,-0.0034479,-0.0098205,-0.00083224,-0.0027345,-0.0035905,-9.5114e-05,-0.0027821,0.0025205,0.0027583,-0.00023778
