-0.0030979,-0.0078974,-0.0044941,-0.0090754,-0.0001309,-0.00039269,-0.0065448,-0.003316,-0.00017453,-0.0012217,-0.0028361,-0.0091191,-0.0078974,-0.011693,0.0058903,-0.0036214
-0.0079846,-0.0098608,-0.010603,-0.0044068,-0.0059339,-0.0044068,-0.012348,-0.0095554,-0.0039269,-0.0057594,-0.0064139,-0.0044941,-0.0050177,-0.011562,0.0090754,-0.0049304
-0.0047122,-0.007941,-0.0058467,-0.0073738,-0.014224,-0.0051049,-0.0137,-0.012086,-0.0042759,-0.0084646,-0.010777,-0.0082028,-0.011301,-0.0057158,0,-0.0067193
-0.011737,-0.012173,-0.012217,-0.011126,-0.008421,-0.015707,-0.012566,-0.014922,-0.01322,-0.011519,-0.01213,-0.013133,-0.012784,-0.0058903,0.0034033,-0.0031415
-0.010472,-0.01802,-0.0098608,-0.011301,-0.0071556,-0.016144,-0.016144,-0.014529,-0.011781,-0.019983,-0.015271,-0.0090754,-0.014355,-0.007112,-0.00056721,-0.0026179
-0.0098172,-0.01021,-0.0070247,-0.011824,-0.0063266,-0.011519,-0.020158,-0.014442,-0.019329,-0.021816,-0.01802,-0.011737,-0.012959,-0.0039705,-0.0023561,0.0060212
-0.003796,-0.013395,-0.0067193,-0.011737,-0.0041014,-0.0055849,-0.013177,-0.020987,-0.019634,-0.026921,-0.019722,-0.01994,-0.0041887,-0.0052795,0.00082901,0.00052358
-0.0027924,-0.014617,-0.0087264,-0.0057594,0.0030106,-0.0028361,-0.0089009,-0.013788,-0.017496,-0.027183,-0.022427,-0.019242,-0.0020071,-0.0054104,0.0018762,-0.0018325
0.0074611,-0.0030542,-0.00047995,0.0011344,0.0016144,0.0027924,-0.0053231,-0.0076356,-0.012086,-0.030019,-0.021161,-0.013788,0.0050177,0.0042323,0.0023998,-0.0015707
0.0019634,-0.010821,-0.0022689,-0.0052358,0.0078101,0.00074174,-0.0082028,-0.004974,-0.012391,-0.02138,-0.019024,-0.010777,0.0063703,0.0047122,-0.0050613,-0.0010472
0.0077665,-0.015009,-0.0010035,0.0001309,0.0035778,0.0087264,0.0062394,0.0011344,-0.0068502,-0.01418,-0.010297,-0.010341,-0.0015271,-0.0001309,-0.0064139,-0.0099917
0.0023125,-0.014311,0.0091191,0.0021816,0.0015707,-0.0022689,-0.0023561,-0.0015707,-0.0090754,-0.0009599,-0.010035,-0.0075047,0.0050613,0.0071993,-0.004974,-0.0036651
-0.0036651,-0.010821,0.006283,-0.0080283,-4.3632e-05,-0.0017016,-0.0050613,-0.0058903,-0.0061521,-0.0058467,-0.0068066,-0.0063703,0.0032724,0.0018325,-0.0009599,-0.0015271
-0.004145,-0.0090754,-0.0051049,-0.0065012,-0.00052358,-0.010908,0.0043196,-0.0082464,-0.0025743,0.005454,-0.0045377,-0.0098172,0.0092063,0.0030979,-0.0030979,-0.0078537
0.0013526,-0.003796,0.0058903,-0.0023561,-0.0027488,-0.005803,-0.0076792,-0.0074174,0.0059776,0.002138,-0.0045377,-0.0072865,0.0042759,0.0063703,0.00069811,0.002487
0.00074174,-0.0037087,0.0037523,-0.006283,-0.0015707,-0.0089445,0.00074174,-0.0037087,-0.00052358,0.0017453,-0.0061085,-0.0068502,0.0090318,0.011737,0.0021816,-0.0047122
