-0.00026941,0.00053882,-0.0014642,-0.0055522,0.00015227,0.00092536,0.0027761,0.00031626,0.0055639,0.0057864,0.0031158,0.00031626,0.0045917,0.0032446,-0.0026004,0.0045214,0.0031743,-0.00335,0.00014056,0.00022256,-0.00055053,-0.0014759,-0.0060558,-0.0021084
-0.0002577,-0.0079651,0.0024481,-0.0020147,-0.001921,0.0027527,1.1713e-05,0.00046854,-0.00093708,0.0007848,0.003514,0.0043574,0.0023193,0.0040294,0.00044511,-0.0047439,0.0032563,-0.0068407,0.0024715,-0.0038069,-0.0031743,-0.00086679,-0.0039591,-0.0036077
-0.0011948,-0.0021084,0.0033032,-0.0018273,0.0038889,-0.0012182,0.002577,0.006173,0.0015462,0.0038537,0.00073795,0.0019444,-0.0011362,0.0030221,0.00038654,0.0011011,0.0040997,-0.0048377,-0.0019093,-0.002413,-0.00070281,-0.0006091,-0.00063253,-0.00063253
0.004662,0.0017336,-0.0021084,-0.00077309,0.0032563,0.001675,0.0011596,-0.0010776,0.0040411,0.00099564,0.0046151,0.0037483,0.001347,0.0027175,-0.0067938,0.0030338,0.0045097,-0.0021904,0.00030455,-0.0029518,-0.0073326,0.00039826,-0.0033618,0.0020264
-0.00026941,0.0021436,-0.0018039,0.0017102,0.0003514,0.0026941,-0.00015227,-0.004498,-0.0011479,0.0024013,0.0032798,0.0061261,-0.0016282,-0.0027878,-0.00080823,0.0016165,0.0037132,0.002167,-0.0037483,0.0020499,-0.0041348,-0.00084337,0.00090194,-0.0011245
0.0027644,-0.00015227,0.00039826,-0.007274,-0.0030689,0.00036312,0.002413,-0.0048025,-0.0071803,0.0034438,0.0015696,0.0058333,-0.001593,-0.0057044,-0.00039826,-0.0075786,0.0053648,0.0030455,5.8567e-05,0.0048962,-0.0032681,-0.00045682,0.00051539,-0.001921
0.0014876,0.0014525,0.0010894,-0.0045448,0.0026004,-0.0056342,0.0014993,8.1994e-05,-0.0010542,-0.0029518,0.0079534,0.012405,0.0018859,0.0060793,-0.0086094,-0.0059387,0.0022724,0.0087382,0.00038654,0.0018507,-0.00048025,-0.0018976,0.0037952,-0.005271
0.00073795,-0.00010542,0.0039006,-0.0056693,0.0035375,0.0098393,0.0030572,-0.00376,0.00018742,0.0012768,0.0060207,0.012463,0.018952,-9.3708e-05,-0.0055639,0.00055053,0.0096402,0.00376,0.0090076,0.002331,-0.00080823,-0.0031743,-0.0022841,-0.0024364
0.0055405,0.0022138,0.0051656,-0.00059739,0.0044745,0.0067352,0.015286,0.0031743,0.002085,-0.0023427,0.0043105,0.013506,0.017886,0.0055053,0.0038771,0.011268,0.010038,0.010167,0.020053,0.01162,0.00044511,0.0043223,0.0072038,0.004498
0.0047439,-0.00099564,-0.0011011,-0.0048025,0.0023895,0.0030338,0.010718,0.013189,-0.0018156,-0.0063253,-0.0087734,-0.014876,0.00046854,-0.00094879,0.00077309,0.0024013,-0.019761,-0.0074029,0.01347,0.013517,0.0058567,0.0051539,0.0045917,0.0061027
-0.0088788,-0.013834,-0.011749,-0.018835,-0.01012,-0.0075552,-0.0069461,-0.0056459,-0.005681,-0.0078831,-0.022021,-0.039755,-0.028171,-0.015063,-0.0014876,-0.0035375,-0.023099,-0.032388,-0.01914,-0.010999,-0.0064073,-1.1713e-05,0.0061847,-0.0019679
-0.012955,-0.0075669,-0.0062081,-0.015333,-0.010975,-0.0091248,0.00067938,-0.0086914,0.0005271,-0.00091365,-0.021951,-0.03254,-0.028733,-0.023181,-0.020229,-0.0010191,-0.011046,-0.023204,-0.018952,-0.016446,-0.0095699,-0.0038537,-0.0020499,0.00058567
-0.0087851,-0.00050368,0.004006,-0.0072389,0.0011713,-0.003678,0.0025652,-0.0050953,-0.00016399,-0.0037952,-0.010894,-0.014747,-0.016727,-0.020124,-0.016703,-0.0059739,-0.0018859,-0.0051891,-0.0081408,-0.0076957,-0.0021201,-0.0051188,0.0007848,-0.0018039
-0.0018624,0.0059504,-0.0037483,-0.0070164,-0.00086679,-0.0037249,-0.0012182,0.00039826,0.0016867,0.0037717,-0.0010191,0.001675,0.0014173,-0.0050251,-0.00065595,0.001921,-0.0032563,-0.0038303,0.0005271,0.002085,0.0041114,-0.00053882,-0.0015696,-0.0012065
0.00065595,-0.00044511,-0.0021553,-0.0010659,0.0093708,0.001675,0.0047674,-0.0040646,-0.0042168,0.0051071,9.3708e-05,0.00026941,0.0010542,-0.0061261,0.00079651,-0.0006091,0.0052242,-0.0081057,0.0040177,-0.0013236,0.0033969,0.0043925,0.00057396,-0.0001757
0.0011948,0.0033032,-0.0016282,-0.0064658,0.0029869,0.0022607,0.004416,-0.0010542,-0.0071335,0.0018156,-0.00014056,0.0033383,-0.0020967,-0.0002577,-0.0018859,0.00097222,0.00063253,-0.0017804,0.0030572,0.0011479,-0.0021553,0.0054233,-0.0012182,-0.004662
