0.012364,-0.0021671,0.0021347,0.019126,-0.031697,0.03352,-0.026252
-0.006915,0.003086,-0.021823,0.03549,0.0063689,-0.0090546,0.03757
0.0069664,-0.00048121,0.041931,0.081236,0.0021897,-0.017728,-0.014813
0.015209,-0.010968,0.038643,0.056314,0.047841,0.0052576,0.034145
0.017841,0.0041969,0.064891,0.075609,0.020153,-0.038788,0.038445
0.046042,-0.0098304,0.049928,0.086798,0.019067,-0.058577,-0.025526
0.058983,-0.0029549,0.088794,0.11782,0.010435,-0.032396,-0.038482
0.07208,-0.015636,0.063008,0.13381,0.031966,0.075211,-0.025457
0.061691,-0.026854,0.053647,0.10363,0.070323,0.13138,0.0041807
0.056687,-0.048529,-0.023088,0.15421,0.17968,0.055742,-0.030577
0.064533,-0.062201,-0.045553,0.16266,0.16686,0.0086814,0.031237
0.032848,-0.036149,0.017346,0.068977,0.014662,0.12306,0.026865
0.023382,-0.0074383,0.0033598,-0.010025,0.0078867,0.067924,0.0087632
0.0087269,-0.013231,0.0065466,0.0071347,-0.041834,-0.016352,-0.0113
0.006596,-0.00012007,-0.0015777,-0.0042658,0.010624,0.014332,-0.01152
-0.0051023,-0.01759,-0.0074509,-0.031105,0.012381,-0.044808,0.0038255
0.0083505,0.0079762,0.0062829,0.022511,-0.0038273,-0.033223,-0.0045937
0.00074375,0.020102,0.019143,0.025876,0.0075352,-0.01637,-0.027211
0.029287,-0.0049047,0.024532,0.026786,0.0086408,-0.040488,0.061269
0.027249,0.0099096,0.05171,0.032089,0.0073302,-0.051252,0.067368
0.027851,0.0064662,0.055892,0.024841,0.065883,-0.092946,-0.025426
0.04959,0.013989,0.047536,0.073676,0.095519,-0.10842,-0.040669
0.066567,0.006216,0.04087,0.09373,0.096088,-0.10882,-0.069288
0.098708,-0.0088716,0.078511,0.12719,0.12179,-0.084773,0.044048
0.12427,-0.062545,0.092867,0.15584,0.098436,0.0022618,-0.0013605
0.15747,-0.11499,0.058045,0.20998,0.13092,0.096759,-0.088977
0.15374,-0.090612,0.024712,0.15554,0.11445,0.14213,0.0042506
0.065743,-0.037617,0.047028,0.046098,0.011173,0.15881,0.030616
0.010746,0.0038353,0.0011707,-0.027063,0.027364,0.10733,0.0069029
-0.0013838,0.016212,0.025001,-0.017921,0.013405,0.02191,-0.048835
0.0086467,0.010594,-0.00091079,-0.016118,0.014617,0.012095,0.0457
-0.0056728,0.025393,-0.018918,-0.0013978,0.0015686,-0.047766,0.0044944
-0.0040921,-0.00055015,-0.0079692,0.0068337,0.0074035,-0.057611,0.068038
-0.012207,-0.0074299,0.017826,-0.0026871,0.029569,-0.039631,-0.0088523
0.0010473,0.020942,0.025944,0.020165,0.034877,-0.087239,0.015972
0.018517,0.03199,0.013403,0.022971,0.063204,-0.12278,-0.0039037
0.017493,0.028543,0.071561,0.042435,0.084342,-0.15853,0.06924
0.052702,0.035389,0.078366,0.084186,0.071245,-0.13059,-0.021603
0.1043,0.038203,0.11546,0.086934,0.089846,-0.17993,-0.019824
0.15226,0.021902,0.12381,0.093568,-0.0030836,-0.12438,0.17413
0.21468,-0.021237,0.15748,0.12697,-0.052747,-0.07903,0.094326
0.26951,-0.034645,0.14563,0.088652,-0.092303,0.054156,-0.42827
0.24708,-0.047316,0.13405,0.039792,-0.14766,0.17948,0.21043
0.085378,-0.013636,0.088781,0.010584,-0.14865,0.17657,-0.063836
0.016437,0.0021341,0.042904,-0.012268,-0.016649,0.0021546,0.010181
-0.0058022,0.0072464,0.028161,0.014118,0.015896,0.0032192,0.017779
0.0019264,0.01286,0.016486,-0.02198,-0.0010299,-0.0045001,0.0097988
-0.0011948,0.01619,0.018076,-0.017837,-0.019983,0.029993,-0.0060141
0.0044156,-0.0094621,0.011938,0.0079424,0.079429,-0.034814,-0.049349
0.00088216,0.014074,0.010895,0.012449,0.046276,0.015845,-0.016967
0.0081318,0.020509,0.017662,0.0028991,0.068578,-0.026495,-0.011328
0.011838,0.045539,0.058984,0.028153,0.086979,-0.049939,-0.025492
0.021186,0.066699,0.062554,0.031555,0.08819,-0.12089,0.014877
0.052788,0.089301,0.12131,0.036878,0.062883,-0.16838,-0.07516
0.084158,0.099766,0.14725,0.025053,0.053346,-0.16541,0.0058932
0.12361,0.10344,0.13718,-0.031916,-0.025509,-0.18419,0.14573
0.18106,0.1392,0.14686,-0.066526,-0.049964,-0.17739,0.032874
0.20972,0.15054,0.14874,-0.12535,-0.20953,-0.05864,-0.22845
0.17544,0.13052,0.11412,-0.13145,-0.26524,0.10684,0.033984
0.069166,0.062888,0.11056,-0.06967,-0.19245,0.16596,-0.048709
0.00075955,0.013057,0.012149,-0.023579,-0.036877,0.0061386,0.013573
-0.0048008,0.0033271,0.0044312,-0.0060842,-0.025931,-0.018687,-0.038105
0.0089346,0.011041,0.0067322,-0.017012,-0.060064,-0.033148,-0.02696
-0.006751,0.020715,-0.006667,-0.01722,0.0003434,-0.022611,-0.0037764
0.017025,0.016986,0.0054022,0.0040926,-0.029845,0.015947,-0.022947
0.014265,0.028695,0.020641,0.049259,0.010223,0.0057611,-0.044476
0.001316,0.007061,0.014482,0.042585,-0.040334,0.048192,-0.017231
0.0012158,0.04358,0.062237,0.018357,0.010188,-0.0074969,-0.021642
0.0072429,0.048372,0.068819,0.032947,0.043848,0.014912,-0.0044144
0.015257,0.10471,0.08602,0.05584,0.11904,0.033748,0.019638
0.0047838,0.16246,0.10088,-0.038254,0.13118,-0.026423,-0.018474
0.013351,0.23683,0.098301,-0.086934,0.12026,0.0078346,0.18451
0.0032865,0.30099,0.064036,-0.13375,0.089211,0.03573,0.078107
-0.02239,0.34642,0.034186,-0.16208,0.018931,-0.025563,-0.28645
-0.025141,0.28512,0.0013319,-0.15667,-0.098933,-0.026214,0.13156
0.011187,0.10423,0.020799,-0.080652,-0.10429,0.053057,-0.051917
0.0074401,0.017959,0.019965,0.0042033,0.054564,0.060793,-0.0022552
-0.0047936,-0.0049964,0.023839,-0.04062,0.031707,0.024087,-0.00051731
-0.0013756,0.0055756,0.0015253,0.0002484,0.024424,0.016024,-0.061179
-0.0032741,-0.016675,0.011871,0.00042015,0.0046671,0.055177,0.039387
0.0093282,0.015238,-0.022058,-0.0049882,-0.03717,0.011181,0.039084
0.016426,0.029155,-0.01429,0.019324,-0.025714,0.022865,-0.070453
-0.0064143,0.018898,0.050134,0.019675,-0.059415,0.061877,0.0049724
-0.0058903,0.057213,0.044709,0.027457,-0.044655,0.085059,0.059601
-0.012617,0.062015,0.047485,0.055159,0.0001745,0.066495,0.028538
-0.036261,0.091781,0.051761,0.045076,0.025049,0.10935,-0.027143
-0.066713,0.14155,0.097326,0.076034,0.041566,0.19075,0.029709
-0.10879,0.19136,0.055894,0.076057,0.045272,0.16443,0.18198
-0.17584,0.22529,0.057762,0.11551,0.14711,0.14746,-0.027057
-0.19688,0.24829,-0.022915,0.08568,0.15883,0.043245,-0.24522
-0.15557,0.21777,-0.034516,0.020867,0.022668,-0.096556,0.051181
-0.044087,0.065008,0.0085165,0.0063027,-0.048654,-0.0083272,0.087857
0.0050219,-0.0034569,0.0023716,0.012753,0.0081755,0.030082,-0.051508
0.0033416,-0.010759,-0.0036181,0.03172,-0.017996,0.017044,0.0085284
-0.0078273,0.004517,0.0046115,-0.0012277,-0.015582,0.029004,-0.02653
0.00060758,-0.013254,0.0048856,0.0143,0.0021117,0.024996,0.0065282
0.0010559,0.00043804,0.010534,0.0012061,0.010159,0.018228,-0.0061038
-0.0072729,0.023683,0.025009,-0.0091156,-0.021899,0.013767,-0.035976
-0.023974,0.014902,0.032327,0.034202,-0.041612,0.02141,0.081831
