-0.0060368,0.0011319,-0.0031801,0.0074382,0.0024794,-0.00080849,0.0079232,-0.0032879,0.0083005,0.013367,0.019512,0.01396,0.019889,0.013313,0.0081388,-0.0014014,0.0036652,-0.0061985,-0.010672,-0.0028028,-0.012127,-0.009648,-0.0050127,0.0049049
-0.010187,-0.011858,-0.0030184,-0.011804,0.0026411,-0.0011858,-0.0001617,0.0097558,-0.0087317,0.0081388,0.010133,0.018811,0.022907,0.0031262,0.0078693,0.018811,-0.013367,-0.0058751,-0.014014,-0.020051,-0.025656,-0.0042042,-0.0076537,-0.004312
-0.0072226,-0.0082466,-0.011211,-0.0065219,-0.000539,0.0047971,0.0011858,-0.002156,0.015469,0.021398,0.01396,0.014984,0.010133,0.02668,0.0095402,0.0017248,0.0049049,-0.0079771,0,-0.022368,-0.0061446,-0.022907,-0.0071148,-0.0028028
-5.39e-05,0.0042581,-0.0034496,-0.0022638,-0.0055517,-0.0057673,0.0045276,-0.007492,0.010564,0.016817,0.020536,0.044737,0.0235,0.016332,0.015523,0.0092168,0.00086239,-0.0025872,-0.010888,-0.028567,-0.010133,-0.026626,-0.016978,-0.014984
-0.0069531,0.0031262,-0.0031801,0.0066836,-0.0084083,-0.010133,-0.0046893,0.0028567,0.011211,-0.0004851,0.029106,0.038538,0.032879,0.018973,0.028136,0.01714,-0.0031801,-0.0026411,-0.015469,-0.02598,-0.031909,-0.027165,-0.018541,-0.016008
0.0001617,-0.013529,-0.014769,-0.0098097,-0.0086239,-0.013475,-0.0088934,-0.0031262,0.0075459,0.011481,0.044036,0.062254,0.036382,0.041718,0.039724,0.028621,0.021614,0.0037191,0.0015092,-0.034442,-0.04312,-0.043012,-0.032717,-0.027651
-0.00857,-0.0017787,-0.0033957,-0.0083005,-0.016062,-0.003234,-0.011912,-0.017571,-0.0040964,0.016601,0.029968,0.045599,0.052876,0.057026,0.058158,0.048671,0.036221,0.021506,0.0020482,-0.028944,-0.032501,-0.045222,-0.039724,-0.028028
-0.0073843,-0.0013475,-0.0071687,0.0015092,-0.009109,-0.0049049,-0.016062,-0.0081388,-0.0057673,0.0064141,0.013637,0.029375,0.04533,0.057834,0.061176,0.070662,0.073627,0.037891,0.01202,-0.0061985,-0.032717,-0.039401,-0.023608,-0.024632
0.0077615,-0.0049588,-0.007492,-0.0071148,0.0017787,-0.0023716,-0.009109,-0.012074,-0.018002,-0.0059829,-0.013098,-0.0034496,0.018218,0.027866,0.042527,0.073411,0.070177,0.059882,0.054493,0.026734,0.0063063,-0.0091629,-0.022746,-0.023985
0.0159,0.016116,0.029375,0.0030184,0.014014,0.0091629,0.011858,0.0068453,-0.01617,-0.046785,-0.069584,-0.088827,-0.091575,-0.067051,-0.032286,0.0056595,0.025171,0.058643,0.080203,0.10101,0.071633,0.053361,0.043389,0.025441
0.0079232,0.018326,0.0093246,0.0095402,0.022907,0.019404,0.019242,-0.0082466,-0.029645,-0.077238,-0.14364,-0.18983,-0.226,-0.21883,-0.17819,-0.12305,-0.069369,-0.0084622,0.069584,0.13033,0.15351,0.14693,0.14068,0.10812
0.0001617,0.0075459,-0.0017248,-0.0092707,0.012828,0.011912,-0.0046354,-0.008031,-0.037622,-0.082359,-0.12074,-0.15464,-0.18245,-0.18326,-0.16245,-0.1355,-0.086078,-0.036544,0.023716,0.08403,0.12499,0.12699,0.14127,0.10882
-0.0065219,0.0001078,-0.0024794,-0.0063602,-0.0092168,-0.0012397,0.0036652,-0.002695,-0.0099714,-0.021344,-0.039239,-0.035789,-0.050666,-0.055193,-0.051366,-0.044144,-0.01396,-0.0050127,0.0015631,0.016224,0.042796,0.038969,0.032501,0.02819
-0.0050127,0.0024794,-0.0085161,-0.001078,-0.0020482,-0.0001617,-0.0035035,-0.0012936,0.0050666,0.0034496,0.0017787,-0.0081927,-0.0072765,-0.0050666,-0.011804,-0.011427,0.0058212,-0.0061985,-5.39e-05,0.003234,0.0042042,0.0012936,-0.0073843,-0.0024255
0.0012397,0.008031,0.0006468,0.0005929,0.0037191,0.0040964,-0.0012936,-0.010025,0.0041503,0.010888,0.0012397,0.0007007,-0.0083005,0.0095402,-0.0059829,0.0029645,0.0087317,0.0047971,-0.0014014,-0.0053361,0.0059829,-0.0051744,-0.008031,0.0004312
-0.0041503,0.0011858,0.0002156,0.0041503,0.0030723,-0.0034496,-0.0052283,0.0072226,-0.0011858,0.0054439,0.0081388,0.0061446,-0.016709,-0.009109,0.0050666,0.0093785,-0.0017787,-0.0010241,0.0001078,-0.0033957,0.0019943,-0.0049049,-0.0073304,-0.006468
