-0.0021721,-0.00083374,0.0033679,-0.0021282,0.00042784,-0.0052657,0.0056497,-9.8732e-05,0.0004059,0.0022599,0.0026109,-0.0033569,0.0019198,-0.0049585,0.0032911,0.0005156
-0.0026109,-0.0015029,0.0051999,-0.0036311,0.0016565,-0.0035105,0.0021502,0.0026658,0.0043003,0.00025231,0.0013822,0.00076791,-0.0032801,-0.0012506,0.0071197,-0.00034008
-0.0014481,0.0049476,0.0071635,-0.00083374,-0.00043881,-0.0005156,-0.0035543,0.0097306,0.0026987,0.0052328,-0.0044429,-0.0038176,-0.0013822,-0.0052547,-0.0036531,-0.006626
-0.0052108,-0.00027426,-0.00074597,-0.00065821,-0.0083703,-0.0083812,0.0039712,0.00072403,0.0011848,0.0042564,-0.0034556,-0.0025451,0.0012506,0.00095441,-0.0004059,-0.0012067
-0.00093247,-0.006615,-2.194e-05,-0.0025122,-0.0039602,-0.0065931,0.0002962,0.0030168,0.0088968,0.001459,-0.0017991,0.0024134,5.4851e-05,-0.0060226,-0.0010422,-0.0089517
-0.008107,-0.0020514,3.2911e-05,-0.0076133,-0.0076243,-0.0042674,0.00082277,-0.0048598,0.0062969,0.005145,-0.0017662,-0.0027096,-0.0019966,-0.0094783,-0.0071745,-0.011705
-0.013131,-0.0018101,0.00032911,-0.0032143,-0.010718,0.00059239,0.0027864,0.0064834,0.011979,0.014404,0.0037299,-0.0015139,0.0034227,-0.0037628,-0.00441,-0.010926
8.7762e-05,-0.002205,0.0067686,0.0012725,0.00088859,0.0068673,0.011442,0.015841,0.013921,0.018847,0.009193,0.0053644,0.014316,0.0066918,0.017124,0.0061214
0.0073062,-0.0026328,0.0074817,0.0019966,0.0046952,-0.0010312,-0.0064285,-0.0050024,-0.0068125,-0.0049256,-0.0057594,-0.012714,0.0083264,0.0048817,0.015336,0.0087433
-0.0058361,-0.0050792,-0.010466,-0.010597,-0.0084141,-0.013482,-0.028577,-0.040305,-0.035587,-0.031057,-0.022105,-0.024595,-0.011661,-0.0088091,-0.0054522,0.0020624
-0.0031155,-0.00093247,-0.0091492,-0.005891,-0.0055729,-0.0054522,-0.0099061,-0.038374,-0.036816,-0.035368,-0.021754,-0.021633,-0.012627,-0.004772,-0.0010202,-0.005507
-0.0024793,0.0039054,-0.0012177,-0.011497,-0.009555,-0.0041248,-0.0069332,-0.02623,-0.035467,-0.040897,-0.026394,-0.0268,-0.023948,-0.015062,-0.0026767,-0.0042126
-0.0044978,-0.00041687,0.0044649,-0.0088749,-0.0095989,-0.00026328,-0.0060885,-0.012352,-0.012243,-0.014766,-0.010082,-0.0089736,-0.0098842,-0.013493,0.0013822,-0.0028742
-0.0039493,0.00060336,0.0030936,-0.0036531,-0.0042564,0.003302,0.00019746,-0.0046075,-0.00031814,0.0017662,0.00093247,0.0039822,0.0032362,-0.0044539,0.0024464,-0.0015797
-0.0072732,-0.0026658,0.0039932,-0.0026658,0.00061433,0.0018978,0.0057484,-0.0054303,-0.0055619,0.00048269,-0.0011519,0.0025231,0.0050573,-0.0020734,0.0022599,0.0016016
-0.0033898,-0.003697,0.0058032,-0.0030607,-0.0091053,-0.0034337,0.0015687,-0.003697,-0.0038176,0.0019527,0.00071306,-0.0010422,0.0035434,1.097e-05,0.0032033,0.0022599
