1.428585220128297806e-02,3.378891851752996445e-03
-4.479513969272375107e-03,-4.300410859286785126e-03
3.729376010596752167e-03,1.656497456133365631e-02
9.784953668713569641e-03,4.418789409101009369e-03
-3.305026330053806305e-04,4.325565882027149200e-03
-8.745414204895496368e-03,9.126171469688415527e-03
6.498784758150577545e-03,7.481723092496395111e-03
-8.010151796042919159e-03,9.373613633215427399e-03
-2.294274512678384781e-03,8.313125930726528168e-03
5.383271723985671997e-03,-5.048674065619707108e-03
8.127574808895587921e-03,4.102967679500579834e-03
-1.406388171017169952e-02,-1.167114078998565674e-02
-1.200543483719229698e-03,8.750850101932883263e-04
3.080140799283981323e-03,-4.875034093856811523e-03
3.477020654827356339e-03,-6.025024922564625740e-04
4.641022998839616776e-03,6.187017075717449188e-03
-5.074472865089774132e-04,-1.478411443531513214e-02
1.073774299584329128e-03,-2.074008807539939880e-02
-4.810831043869256973e-03,-1.180174760520458221e-02
4.093871917575597763e-03,8.207576349377632141e-03
1.879660971462726593e-02,-1.128117088228464127e-03
9.736538864672183990e-03,-4.438115749508142471e-03
1.608200720511376858e-03,1.116588525474071503e-02
5.880442913621664047e-03,2.781768143177032471e-02
-9.088389575481414795e-03,1.066245487891137600e-03
2.822792448569089174e-04,-1.557262521237134933e-02
-6.075073964893817902e-03,-8.477235212922096252e-03
7.291118148714303970e-03,2.300050109624862671e-03
-5.104026640765368938e-04,-2.240562997758388519e-02
-6.703327409923076630e-03,-4.855032078921794891e-03
1.612061262130737305e-02,-1.434231293387711048e-03
-1.528339367359876633e-02,-1.074467133730649948e-02
-1.861578971147537231e-02,-3.999891225248575211e-03
5.061082541942596436e-03,3.749810159206390381e-03
1.628242246806621552e-02,1.678430102765560150e-02
-1.786457188427448273e-02,-4.965003114193677902e-03
8.599840104579925537e-03,7.438592729158699512e-04
1.972106099128723145e-02,1.253900397568941116e-02
4.051765892654657364e-03,-1.270269230008125305e-02
2.287258626893162727e-03,1.888726837933063507e-02
-1.135458704084157944e-02,-2.196051925420761108e-02
4.568164236843585968e-03,7.678044494241476059e-03
-1.606293767690658569e-02,-1.468121446669101715e-02
-2.506121527403593063e-03,-9.957046248018741608e-03
2.480648644268512726e-02,2.310194261372089386e-02
-1.676214509643614292e-03,-2.279141172766685486e-02
-1.982886577025055885e-03,-1.907959952950477600e-02
-9.451601654291152954e-04,3.820212325081229210e-03
-3.224033163860440254e-03,1.120843924582004547e-02
3.264270490035414696e-03,8.470408618450164795e-03
-7.427290081977844238e-03,-9.796969592571258545e-03
-1.580916903913021088e-02,-2.773702843114733696e-03
-3.077068598940968513e-03,-5.467787384986877441e-03
-2.821060479618608952e-04,-1.082476228475570679e-02
8.360479841940104961e-04,6.172141991555690765e-03
-1.480026636272668839e-03,2.878371439874172211e-02
-7.089142687618732452e-03,8.524368517100811005e-03
-1.099626533687114716e-02,6.318049039691686630e-03
1.084974966943264008e-02,-2.537539042532444000e-02
1.623472571372985840e-02,-1.038611028343439102e-02
1.169242896139621735e-02,-1.496706809848546982e-02
5.451630800962448120e-03,-6.620975211262702942e-03
2.131036482751369476e-03,-1.867547817528247833e-02
1.876298338174819946e-02,4.284466151148080826e-03
-1.182843744754791260e-02,-1.071969512850046158e-02
-1.346773095428943634e-02,-7.464992348104715347e-03
-7.598085794597864151e-03,1.073249056935310364e-02
-8.698325604200363159e-03,-6.354990764521062374e-04
1.758358441293239594e-02,1.813120022416114807e-02
8.702237159013748169e-03,1.277246233075857162e-02
1.137058995664119720e-02,2.721815742552280426e-02
-1.083850674331188202e-02,3.118516877293586731e-02
-6.894387770444154739e-03,1.036933064460754395e-02
-5.048193037509918213e-03,3.998693078756332397e-03
-2.188451355323195457e-03,-2.613990381360054016e-02
-1.719306036829948425e-02,-1.892625913023948669e-02
1.030358858406543732e-02,-1.575651578605175018e-02
4.235100932419300079e-03,3.963601775467395782e-03
-2.081341808661818504e-03,3.153129015117883682e-03
-2.268191194161772728e-03,-6.078524980694055557e-03
-2.941236365586519241e-03,1.028237864375114441e-02
5.179542349651455879e-04,8.738289587199687958e-03
-4.143343539908528328e-04,9.927784092724323273e-03
9.999863803386688232e-03,2.648000791668891907e-02
-4.575745202600955963e-03,2.489393390715122223e-02
5.479485727846622467e-03,3.765999153256416321e-02
2.174848876893520355e-02,4.455966129899024963e-02
6.336349993944168091e-03,5.857525765895843506e-02
-4.297078587114810944e-03,1.953425817191600800e-02
6.120108882896602154e-04,1.449433621019124985e-02
-7.252826821058988571e-03,-1.417517568916082382e-02
-1.726904697716236115e-02,-1.628617569804191589e-02
-9.468978270888328552e-03,-9.515652200207114220e-04
8.454609778709709644e-04,1.352706644684076309e-02
9.629291482269763947e-03,5.090399645268917084e-03
-1.996125839650630951e-02,5.866501946002244949e-03
-3.810553578659892082e-03,2.034167386591434479e-02
2.132382942363619804e-03,-5.505271721631288528e-03
1.361803524196147919e-02,1.840140670537948608e-02
1.189110707491636276e-02,3.813602402806282043e-02
1.294520404189825058e-02,4.718704521656036377e-02
1.848479732871055603e-02,5.818533897399902344e-02
-1.204589009284973145e-02,3.844247758388519287e-02
-2.861749008297920227e-02,3.374361991882324219e-02
-1.410403102636337280e-02,1.197252515703439713e-02
-1.068910956382751465e-02,-1.861710846424102783e-02
1.419099164195358753e-03,-1.253329776227474213e-02
7.564950734376907349e-03,-2.307687327265739441e-02
-3.604163415729999542e-03,-1.466351374983787537e-02
-1.146578288171440363e-04,-2.837567403912544250e-02
-5.895443726330995560e-03,8.527944795787334442e-03
-8.245886303484439850e-03,-6.357554811984300613e-03
2.066506771370768547e-03,8.268274366855621338e-03
6.006479728966951370e-03,8.030491881072521210e-03
1.496332231909036636e-02,7.744145579636096954e-03
2.424258179962635040e-02,5.548831075429916382e-03
1.705284975469112396e-02,2.710321731865406036e-02
-9.693633764982223511e-03,5.230275541543960571e-02
-4.705844447016716003e-02,4.861917719244956970e-02
-5.257557705044746399e-02,4.820309206843376160e-02
-5.551104433834552765e-03,-5.883614066988229752e-03
-1.578440517187118530e-02,-2.964235842227935791e-02
1.546596642583608627e-02,-2.978923544287681580e-02
1.153811533004045486e-02,-1.273361686617136002e-02
1.397220301441848278e-03,-4.186153784394264221e-02
5.183012690395116806e-03,-1.505608111619949341e-02
5.417685490101575851e-03,-5.185588262975215912e-03
-7.267540204338729382e-04,-1.971864514052867889e-02
6.532919127494096756e-03,-2.355309762060642242e-02
1.218760944902896881e-02,-2.010938152670860291e-02
1.417059171944856644e-02,1.291070226579904556e-02
3.531968221068382263e-02,1.968681439757347107e-02
3.385987877845764160e-02,3.893199190497398376e-02
-1.124830334447324276e-03,9.690523892641067505e-02
-4.235877841711044312e-02,1.055075302720069885e-01
-6.496845930814743042e-02,1.432277411222457886e-01
-4.132406413555145264e-02,3.544990345835685730e-02
-2.096235007047653198e-02,-7.487936411052942276e-03
1.638014428317546844e-02,-2.631602692417800426e-04
2.801779843866825104e-02,-1.542730163782835007e-02
7.007014006376266479e-03,-2.263583801686763763e-02
9.850026108324527740e-03,-1.855874247848987579e-02
3.289641579613089561e-03,-1.754805631935596466e-02
-8.404258638620376587e-03,-3.451691940426826477e-02
3.031420148909091949e-02,3.087487071752548218e-02
2.270941250026226044e-02,1.087581040337681770e-03
4.663788154721260071e-02,1.903856731951236725e-02
7.386322319507598877e-02,6.153307482600212097e-02
7.976124435663223267e-02,1.132279708981513977e-01
-7.991346530616283417e-03,8.266659080982208252e-02
-1.211013719439506531e-01,1.059989561326801777e-03
-1.549865454435348511e-01,1.141854301095008850e-01
-6.955982744693756104e-02,5.597146973013877869e-02
1.711537316441535950e-02,-1.479820821259636432e-05
3.947422280907630920e-02,-1.828017830848693848e-02
4.236986115574836731e-02,-1.010908186435699463e-02
2.419510297477245331e-02,-1.801541820168495178e-02
1.630550436675548553e-02,-2.033428847789764404e-02
